"","monocyte","cd4_positive_alpha_beta_t_cell","cd8_positive_alpha_beta_t_cell","b_cell","conventional_dendritic_cell","natural_killer_cell","plasmacytoid_dendritic_cell","platelet"
"sample210",0,0.641422284199379,4.58091876604577e-05,0.00329745336336126,0,0.350728617592423,0,0.00450583565717659
"sample211",0.0632585170050395,0.019015171837045,0.861839505992322,0.00597999493417405,0,0.0228796562370758,0,0.0270271539943439
"sample212",0.118595993035823,0,0.304942500439007,0.000331969375182889,0.031671565462008,0.466924958276627,0,0.0775330134113518
"sample213",0.00248593406243497,0.381363497829225,0.594932802544035,0.00807331025454411,0.000177537799586371,0.0109911698049429,0,0.00197574770523211
"sample214",0.0483331752031141,0,0.764126945447693,0.0263987977649604,0.00571234984315705,0.000289361443727279,0.127730503419012,0.0274088668783363
"sample215",0.0608805362435503,0.125053921171456,0.300158139300209,0.0848026235109627,0,0.41969444729972,0,0.009410332474102
"sample216",0.119737969905167,0.0978058227288579,0.626558062425003,0.0455928399486475,0.0519035717805963,0.0250963389371486,0,0.0333053942745797
"sample217",0.337385042987139,0.000458683999955604,0.296577100716118,0.0731524753363383,0.149117411405113,0.00666653560453103,0.085248777858083,0.0513939720927219
"sample218",0.0704097154107409,0.146133103846701,0.59634555388795,0.00113582903317874,0.005258741595595,0.156667178084122,0,0.0240498781417127
"sample219",0.255529799882967,0.0031100161564187,0.584549229574687,0.00404072847159491,0,0.0675080642658803,0.0106027307122512,0.0746594309362017
"sample220",0.217382821468059,0.0028039469462389,0.501400609115865,0.00541312906343868,0,0.0657991274126438,0.0344957781513432,0.172704587842411
"sample221",0.0203269295712067,0.0519145062729667,0.307036064625746,0.343270810004428,0.0309557741095141,0.0075002362450389,0.232712472775484,0.00628320639561616
"sample222",0.121127041112022,0.0282451078296911,0.608103037828575,0.00201494635838146,0,0.174107866085121,0,0.0664020007862098
"sample223",0.00505902814668076,0.359954743098446,0.185722009071334,0.20950326094735,0,0.232598503160545,0.0044957122689183,0.00266674330672585
"sample224",0.0127058388011067,0.00212481973979801,0.71818039226883,0.0665290378087662,0.0635522671906086,0.124455411860686,0,0.0124522323302044
"sample225",0.000863728507664603,0.553594312572612,0.182952886910091,0.0360377543499168,0,0.225600002446286,0,0.000951315213430097
"sample226",0.0758653323742109,0.0200667904936347,0.435095487028738,0.000127267841119534,0.445810430962479,0,0.00152927228725651,0.0215054190125609
"sample227",0.105378666448287,0,0.410921417877563,0.0042050248269435,0.304436256198901,0.00276288898955317,0.141157994362177,0.0311377512965756
"sample228",0.00785160180584362,0.55935961917761,0.391563947863049,0.0108467038724154,0.018192291475965,0.00342738118064015,0.00349335438390217,0.00526510024057563
"sample229",0.168318733922254,0,0.377132391163993,0.0107302942074439,0.0946442771189526,0.041322168986966,0.208253495216127,0.0995986393842635
"sample230",0.00316304358373099,0.228885175739329,0.627612642711669,0.132353897324174,0.00455638724143285,0,0.00328621123257664,0.000142642167087824
"sample231",0.120838888356752,0.073500064598265,0.711078747641541,0.00686544863488579,0,0.0338554608503883,0.0471980667198515,0.00666332319831601
"sample232",0.05434164232645,0,0.522868712515544,0.0278822053924998,0.330643999656995,0.00927036183648745,0.0349357315455337,0.0200573467264896
"sample233",0.00881780127151406,0.443563442569525,0.30157652753648,0.202419782903997,0,0.00986761276103004,0.0316613358040319,0.00209349715342238
"sample234",0.000292097118529854,0.103764849207,0.462867067844823,0.433053204254669,3.83222033276237e-06,0,0,1.89493546449963e-05
"sample235",0.0747525166003714,0,0.507153731228186,0.167094384396439,0.0593658647402361,0,0.164187852178384,0.0274456508563832
"sample236",0.0138566963653021,0.120836603193816,0.762353912131425,0.0979284983607307,0,0,0.00316452707396087,0.00185976287476595
"sample237",0.0244637899184599,0.195646013796558,0.355350272136436,0.00431161170604467,0.0052249121960679,0.350539548478479,0.0460128310898675,0.0184510206780874
"sample238",0.0440721154849556,0.195595610009462,0.504806582622414,9.73057556442132e-05,0.146983444829494,0,0.101453239608555,0.0069917016894743
"sample239",0.457409727064767,0,0.237841786035486,0.0192316054939005,0.230964823335201,0.0131293766128741,0.00692107913346429,0.0345016023243079
"sample240",0.121096144818515,0,0.532369841951029,0.160823990499139,0.00207304440542092,0.119795568871406,0.0030004572331014,0.0608409522213889
"sample241",0.154667196285458,0.0119432267034579,0.406816743854541,0.099653427379935,0.100839726129921,0.0167908983019112,0.195296910358638,0.0139918709861379
"sample242",0.00810206399327545,0.202069600281386,0.735963252901816,0.043261994781738,0,0,0.00231583277464736,0.00828725526713693
"sample243",0.0169048813222626,0.205046139567002,0.342100347229474,0.166256682526562,0,0.268633991155349,0,0.00105795819935072
"sample244",0.134290510107073,0.222878453764945,0.43183340465527,0.0622976534305794,0,0.135866944245944,0,0.0128330337961892
"sample245",0.369119202605221,0,0.116049298002225,0.000828917318577756,0.341146218991151,0.0318285915357479,0.00232196974327621,0.138705801803802
"sample246",0.720579318778671,0,0.154259920122825,0.0087928715609694,0.00043443250666615,0.0921517778776355,0.010226505184537,0.0135551739686963
"sample247",0.196314881457785,0,0.359514410163082,0.0101046064470138,0.148866834197601,0.038996448538736,0.149566550914781,0.0966362682810006
"sample248",0.0127054331713022,0.387497537554909,0.0437910690857618,0.0157754577424956,0,0.332630357666127,0.199071327052995,0.00852881772640925
"sample249",0.00163538131249019,0.0978707569121487,0.563488016604381,0.259029264396629,0,0.0177610625414569,0.0539580912332283,0.00625742699966539
"sample250",0.00446482970738977,0.510606612241508,0.184884268764936,0.00725133754138526,0,0.158921409450426,0.126838030003974,0.00703351229037968
"sample251",0.277752856951015,0.000453342862390997,0.114314597367776,0.025613313482739,0.0290039722263995,0.0923666529339667,0.345017186679056,0.115478077496658
"sample252",0.238158378664687,0,0.187194012854129,0.00847102319111324,0.413388523765734,0.00794081431754041,0.0851939452591506,0.0596533019476459
"sample253",0.092296569998984,0.0830071399727533,0.583743329463346,0.0427604090184658,0,0.168272709399539,0.0201044709947736,0.00981537115213794
"sample254",0.159301242758205,0.134204505755073,0.3582030948244,0.00281477289979668,0.00137205163716524,0.334835886392097,0,0.00926844573326283
"sample255",0.361711510181109,0,0.197140623356116,0.0135348333882139,0.245953604101996,0.0617624006370661,0.00468953424574119,0.115207494089758
"sample256",0.278174458669212,0,0.24401220273684,0.144675178095027,0,0.182636535757624,0.00273525266331155,0.147766372077986
"sample257",0.00237166215791229,0.256980229723642,0.529197045979858,0.194679585287625,0,0,0.0128329729367476,0.00393850391421488
"sample258",0.00517751917234507,0.301928551115202,0.237625587368699,0.118844371272004,0.00415374532095706,0.153351713516744,0.173662920739866,0.00525559149418408
"sample259",0.0783549834890656,0.0184800700862103,0.749778647883283,0.0528525285453931,0,0.0717275220683363,0,0.0288062479277113
"sample260",0.0139363537594025,0.504977102028854,0.00272741579582141,0.00447616409849784,0,0.471010417887777,0.000197707457305625,0.00267483897234143
"sample261",0.232004552627184,0.0463786828163437,0.424787347881551,0.0220337490735978,0.0110174362518694,0.12334366790712,0.129366199421586,0.0110683640207485
"sample262",0.0651036822397219,0.138084027867961,0.547615525125569,0.239237836486914,0.000190020032098705,0.00512007413666151,0,0.00464883411107458
"sample263",0.139832020095008,0.154901271901652,0.434172593912302,0.00283865395597922,0.0405414659200048,0.146377423887586,0.00748652012913981,0.0738500501983275
"sample264",0.180175960315307,0.0614106909666725,0.401617338575728,0.0162209017490386,0.00293970063915568,0.168314698268599,0.151687048042274,0.0176336614432255
"sample265",0.236534121357134,0,0.560997705383087,0.00810441935902984,0.0673137859940389,0,0.0641099767363936,0.0629399911703167
"sample266",0.124577030847672,0.0466776118580147,0.396391916454695,0.0201786331972362,0.0405851945223206,0.365230172111505,0,0.00635944100855729
"sample267",0.150199845556898,0.164865689222619,0.282667640351371,0.00325928842692288,0.0148823135846005,0.285624097215342,0.011084257219074,0.0874168684231728
"sample268",0.0218166638647564,0.147503383723827,0.549110027207413,0.213271195848039,0,0.0518310820602501,0.0119526296233361,0.00451501767237817
"sample269",0.0344897330311162,0.169858506482802,0.720005798718377,0,0.00506852369716654,0.0471117616746997,0,0.0234656763958384
"sample270",0.058472680273936,0.0546148921047384,0.608199227891036,0.192100326165062,0,0.01257571893545,0.0686719664159784,0.00536518821379995
"sample271",0.0105985058728745,0.248491603501752,0.233544108874685,0.0368427076137355,0,0.411369264324759,0.055328402531315,0.00382540728087903
"sample272",0.122189220288757,0.261600367442028,0.535365861807306,0,0,0.0719772136264572,0,0.00886733683545174
"sample273",0.204127199771098,0,0.300448120945102,0.0997076219957973,0.123193813737277,0.0917616395009483,0.0575857214734264,0.123175882576351
"sample274",0.00220205807220315,0.454317355779713,0.0812071011324488,0,0,0.453491516776321,0,0.00878196823931454
"sample275",0.159518572048563,0.2515495658956,0.499084626756746,0.04670188718604,0,0.0232365974334607,0,0.0199087506795903
"sample276",0.343271082009039,0,0.157647139184334,0.00588197156366019,0.135923331082898,0.0691349607755212,0.132929762409512,0.155211752975036
"sample277",0,0.274234957092746,0.441059077401585,0.284705965505669,0,0,0,0
"sample278",0.0571558661621135,0.0580604081670144,0.811183541321573,0,0.0483667323690959,0.0203530985130636,0,0.00488035346714011
"sample279",0.0515085949765094,0,0.364952927407943,0.508075562114789,0.0507580116706116,0,0.0188179078161483,0.00588699601399875
"sample280",0,0.480157813640048,0.375165854045256,0.12103086795089,0,0.0211690529849859,0,0.00247641137882024
"sample281",0.126106821630502,0.105449722003248,0.259374903612538,0.0412210058579478,0,0.341526120657263,0.116272641005402,0.0100487852331002
"sample282",0.116475566138656,0.00345259021308629,0.551885855116813,0.00491326855959685,0.0288699272200915,0.199273406983104,0.0304416531764227,0.0646877325922292
"sample283",0.212446911782704,0,0.575054427668301,0.0348736090616888,0,0.0429930712241714,0,0.134631980263135
"sample284",0.00231227129655519,0.273152183296205,0.484310049302417,0.196878706022158,0.000513340788317781,0,0.042626407289586,0.000207042004762282
"sample285",0.0599276463271305,0.0464617532224245,0.710817185511123,0.0166729041759066,0.019701646682423,0.131735096570996,0,0.0146837675099961
"sample286",0.397719078737052,0.0199646407007882,0.256898455669378,0.00379590649121492,0.0411645640273809,0.198039548800491,0.0420749269092951,0.0403428786643998
"sample287",0.00220629396237818,0.374762911836606,0.144628084133573,0.0256122302281123,0,0.0533797750550378,0.398094259493108,0.00131644529118517
"sample288",0.000836285236449942,0.292913562247636,0.417889347082447,0.121850990795514,0,0.166509814637953,0,0
"sample289",0.0533616064794358,0.101340063472433,0.414897377018814,0.00595811411068423,0.00160412553710917,0.191457187101545,0.215810413158347,0.0155711131216312
"sample290",0.078854409066586,0,0.603778582317891,0.000447713351451373,0,0.302501435067339,0,0.0144178601967324
"sample291",0.253519466524759,0,0.154629149553051,0.00675762451564401,0.284285745249867,0.0505657651053615,0.11688735379902,0.133354895252297
"sample292",0.197994935483576,2.26477428423681e-05,0.672245186638502,0,0,0.0191547529554629,0,0.110582477179616
"sample293",0.307793688504489,0.0528428888061068,0.540276148768695,0.0125419081579186,0.00516848996712582,0.0699610508540045,0.00162126972997733,0.00979455521168281
"sample294",0.0159899610251303,0.284861971831911,0.418089810226595,0.0194810817764559,0.00264938717672783,0.254723228340798,0,0.00420455962238175
"sample295",0.313492622465129,0.00118189413905412,0.483326303630341,0.00191267474973603,0,0.0833928885420362,0,0.116693616473704
"sample296",0.0500367308316792,0.19268746635732,0.45915963314949,0.252148225171065,0,0.0357922646977269,0,0.0101756797927191
"sample297",0,0.409065902459558,0.408305993822868,0.0174986863911,0,0.164734804611574,0,0.000394612714900652
"sample298",0.0252082590250718,0.0694654197361557,0.418576120835731,0.0185417757402889,0.23506348361931,0.145686673802031,0.0664394601433293,0.0210188070980821
"sample299",0.0157660869166607,0.37306365263529,0.414450323799881,0.179305888416794,0.00820832816015383,0,0.00545197694990819,0.00375374312131279
"sample300",0.191250277579342,0.0216670170529913,0.453619110183418,0.0110745504281372,0.00426277783918932,0.0395237688849982,0.258027946807126,0.0205745512247984
"sample301",0.316932056646727,0,0.325110412669497,0.00109533259934872,0.210039388354462,0.0429835013366716,0.00945787345575945,0.0943814349375336
"sample302",0.00664330564019979,0.585049634315061,0,0.00343270272543353,0.000423575110878861,0.398311466726853,0.0043679086380481,0.00177140684352579
"sample303",0.00444922455631707,0.250613673515968,0.534483013451452,0.202619889365987,0,0.00755776141928599,0,0.000276437690990063
"sample304",0.0600006030603867,0,0.579546463239984,0.00849874501892689,0.0398124596002986,0.183842454120325,0.096064291443065,0.0322349835170134
"sample305",0.141506755127834,0,0.447546479679202,0.0150265133964892,0.0401055879337114,0.114979393619628,0.172522591887668,0.068312678355467
"sample306",0.20732588817855,0,0.176165018102337,0.00372904314694921,0.322526032055031,0.0443053830684001,0.138731187276156,0.107217448172577
"sample307",0.141958582588696,0,0.460453867953571,0.236440993851919,0.0143901383954193,0.0490801611672824,0.0068359954514923,0.0908402605916205
"sample308",0.192555172019953,0,0.275527706134399,0.00688724180951747,0.328063546089035,0.0897177427330572,0.0520795107064159,0.0551690805076221
"sample309",0.00658129769651407,0.00395686943833895,0.491181340801899,0.0701990376477117,0.107364708783978,0.0200915364360372,0.295508017716007,0.00511719147951468
"sample310",0.0631273309903339,0.0520558619431113,0.423867674653122,0.000531133280260917,0.444217110755942,0.00451479513793055,0.00067152590002077,0.011014567339279
"sample311",0.1357587143802,0,0.376258756469817,0.00599916339830398,0.333295997664199,0,0.103832178856483,0.0448551892309969
"sample312",0.19078216616947,0.0883697031112876,0.618305034534131,0.011920808166333,0,0.0248046931586491,0,0.0658175948601289
"sample313",0.0041530221817837,0,0.441376107247414,0.376262742553931,0,0.104023629663629,0.0587297350221893,0.0154547633310526
"sample314",0.366844320371168,0.000575270159587243,0.437174772667877,0.0167774106043835,0,0.0781592865964184,0,0.100468939600566
"sample315",0.00348059375224158,0.392291490398219,0.297689458527567,0.0830889996371134,0,0.219387082308095,8.86814132257321e-05,0.00397369396353781
"sample316",0.00718320517862632,0.364410621578123,0.51327828714201,0.111929843684515,0,0.00136404089814126,0.000394838941106578,0.00143916257747804
"sample317",0.169776938318307,0,0.30602182273207,0.00700209322741239,0.0827557933539406,0.0578460812190685,0.354089958538058,0.0225073126111431
"sample318",0.0632302103944572,0,0.247319720189954,0.0102117336314304,0.607071743473995,0.00243637886358375,0.0344719648265781,0.0352582486200023
"sample319",0.00238057540377224,0.594723126291792,0.00236373493787474,0.0032542115939335,0.0019041898917261,0.390379525533685,0,0.00499463634721611
"sample320",0.262201387173605,0.00899305140084638,0.596906142631463,0.00110590689671027,0.102966260130391,0.00653383145783775,0,0.0212934203091466
"sample321",0.147377300698858,0.088886578687341,0.679442616535092,0.000222123151210452,0.00066043753275304,0.074805197985033,0,0.00860574540971277
"sample322",0,0.635416435966029,0.163665083086722,0.144850177289012,0,0.0245571233318241,0.0312561567994809,0.000255023526931486
"sample323",0.0186475744476313,0.238973169402607,0.264630225198548,0.0223572091388656,0.146335030011958,0.000508345087762685,0.300621118878352,0.00792732783427422
"sample324",0.0625770277131656,0.0199368446985143,0.632151951567329,0.0239187100599663,0.142509031391686,0.0697594706167482,0.0334496155862064,0.0156973483663844
"sample325",0.0092234697622115,0.43414217669964,0.504592626876895,0.00985923531197782,0.0357127890053374,0,0.00105624746451248,0.00541345487942607
"sample326",0.0958736154467344,0,0.330590569120379,0.308160729363815,0.206569158520362,0.00110906790645791,0.000236997954780087,0.0574598616874722
"sample327",0.0725000835034513,0.0763515388275096,0.745204762855955,0,0,0.0428614665938416,3.0049882003092e-05,0.0630520983372389
"sample328",0.160825625327437,0,0.27738196697077,0.0358215677952634,0.0919751161184602,0.291023768974212,0.0429656735942856,0.100006281219572
"sample329",0.0117572985319975,0.446536053854479,0.446014982195747,0.0217176372928495,0.00050352755432745,0.0176764582890877,0.0505185097018312,0.00527553257968108
"sample330",0.346247174516928,0.137840646073584,0.334604433269661,0.00277564718404192,0.0288596712552958,0.132877604099938,0,0.0167948236005523
"sample331",0.0227507925587476,0.417285861502846,0.303299506101732,0.134708665035631,0,0.112866637289942,0,0.00908853751110111
"sample332",0.0185585445771729,0.014222141962825,0.741675417845866,0.0309906560612996,0.142450437211423,0.0147939630036033,0.0314814379465746,0.00582740139123493
"sample333",0.0998739279588244,0.00911929385370698,0.439202441655708,0.00538087515190993,0,0.402684399645677,0,0.0437390617341736
"sample334",0.0048855168950057,0,0.561464638190571,0.142480652790309,0.287578243697454,0,0,0.00359094842666036
"sample335",0.174385718254883,0.0169376657986595,0.477937041604283,0.00534946794015171,0.0519858289987352,0.0934636968807384,0.098518299344251,0.0814222811782978
"sample336",0.171176038503135,0,0.235385274409281,0.316627474434733,0.106002506664391,0.021189586759071,0.0255405067336388,0.124078612495749
"sample337",0.338385855150435,0.0354106301397201,0.35614763962354,0.0495070408890895,0,0.212992566909036,0.000315786218239429,0.00724048106994045
"sample338",0.214156524589427,0.0163373935350282,0.447544367821177,0.00363558529703188,0.0402609646648045,0.122825341230334,0.0424620503423949,0.112777772519803
"sample339",0.102357882894383,0.282952785757959,0.465392309117366,0.0283316771970082,0.0880980858500588,0.0142839566216394,0.0132962671497245,0.00528703541186141
"sample340",0.000196273530312703,0.54346336174835,0.230742386117611,0.0357926384351861,0,0.189492144062321,0,0.000313196106219992
"sample341",0.241452925787474,0,0.348729487086363,0.14879285855535,0.0545579671561343,0.0758735967510249,0,0.130593164663653
"sample342",0.476847736465499,0,0.211670851199706,0.00153413519869172,0,0.201179658466203,2.68242873519179e-05,0.108740794382548
"sample343",0.580877248637436,0,0.0457534521731728,0.00992735867854238,0.0787574727440619,0.0412766152289888,0.0268469100244864,0.216560942513312
"sample344",0.193678542494706,0.00200562383862609,0.355355502629747,0.0406952306897853,0.0594610355749705,0.213885291431708,0,0.134918773340456
"sample345",0.373333836137262,0.00156946935396446,0.233717455017171,0.0138762067068281,0.208394196544884,0.0509377359299601,0,0.11817110030993
"sample346",0.00279116329483817,0.326719085058916,0.336805439284605,0.00888738162901149,0,0.225765632688381,0.0851813362810589,0.0138499617631902
"sample347",0.197293333742599,0,0.354754090731856,0.135095841175331,0.0660727816364769,0.149241160832118,0.000981999354578582,0.0965607925270412
"sample348",0.172799312592002,0,0.554748552909828,0.0625661291624,0.0376882303021435,0.113047736842077,0.0440588643272355,0.0150911738643144
"sample349",0.100534529028766,0,0.526827438861432,0.00211304449017929,0.355684491628233,0.00328301881005688,0.00134795774179894,0.0102095194395338
"sample350",0.242234559460304,0.000885499259588645,0.19935548445949,0.00789705338963753,0.138732741758182,0.168861061834812,0.123962204541023,0.118071395296962
"sample351",0,0.514152725540128,0.460571303134143,0.0039293265105089,0.000887724306152826,0,0.0204589205090672,0
"sample352",0.235116752680996,0,0.421460518222994,0.0228205948028174,0.302976568075697,0.00347312018418831,0.000916127952530704,0.0132363180807767
"sample353",0.531601384647802,0,0.138417396765592,0.000277782148901487,0.196163336372877,0.0623471397432551,0.00967288181309999,0.0615200785084723
"sample354",0.13556629759595,0,0.433502425175208,0.00309494190743218,0.139250137464116,0.0673734200924275,0.203954056986755,0.0172587207781121
"sample355",0.0973754150665667,0.0677841212302216,0.618610047285665,0.00412919583040801,0.0327314341172569,0.169397229881894,0,0.00997255658798765
"sample356",0.243105358150925,0.0302533916029825,0.474008677158142,0.00352776772525174,0.0310560344684232,0.104145392828916,0.0988763331948258,0.0150270448705343
"sample357",0.018402420026823,0.00639438830117709,0.765672295805728,0.00382593303589755,0.125519354285314,0.0702902892680516,0,0.00989531927700805
"sample358",0.066565625608967,0,0.545292985081016,0.089896322156633,0.254562472324848,0.00125486938510885,0.00254777701533225,0.0398799484280947
"sample359",0.00312499815901573,0.384507601483205,0.582073161000111,0.0302728893100697,0,0,0,2.13500475981244e-05
"sample360",0.00639678935142735,0.330872136777104,0.531493501831684,0.0736339415231279,0.00934988603062707,0,0.0445079143558238,0.0037458301302056
"sample361",0.158580037344947,0.0100622319057069,0.586664907298498,0.00618157036507546,0.0942074513618354,0.081036074342537,0.0439285398037192,0.0193391875776811
"sample362",0.00804824377012632,0,0.393860242095907,0.567322462882186,0,0.0255985683468762,0,0.00517048290490489
"sample363",0.00923065541275085,0.265892947303502,0.614406678185877,0,0,0.109524040392863,0,0.00094567870500698
"sample364",0.165349681606143,0,0.329872050627402,0.0303828333577496,0.0260915378186013,0.285732653910678,0.0691492062932007,0.0934220363862259
"sample365",0.369039600118775,0,0.255153483765586,0.000749853316599013,0.073188394605665,0.15059453053383,0,0.151274137659544
"sample366",0.00718255799753433,0.340253585582084,0.311316966021843,0.316275363452396,0,0.0241193781484405,0,0.000852148797701791
"sample367",0.0435383714191803,0.246202235418646,0.635749892503208,0.00122472840894586,0,0.0543325496018995,0.0159347806200549,0.00301744202806581
"sample368",0.302722215760665,0.00304123285285605,0.482168240269451,0.00292514655799612,0.0252647077651298,0.108256299518411,0,0.0756221572754906
"sample369",0.0351735039549289,0.0185366169951876,0.665416382267217,0.00299692467015227,0.199492003913065,0.0583436391050211,0.00822998552118089,0.0118109435732468
"sample370",0.144599488755935,0,0.327376738057491,0.154514205285312,0.208293503438811,0.0414871472334375,0.0325375145398185,0.0911914026891949
"sample371",0.208563407756333,0.197344714408434,0.360054938743773,0.00504665275524507,0.0143888184906754,0.0936648246402653,0.0148186269303896,0.106118016274884
"sample372",0,0,0.395688941441381,0.274200636423805,0.189309609088779,0.00260794245478701,0.126470891083966,0.0117219795072817
"sample373",0.00195086782917498,0.477382603088353,0.389495290596389,3.04168848044734e-05,0.0891339940252798,0.0269241546862949,0.000906753989184108,0.0141759189005193
"sample374",0.119776389687038,0.00989917037936508,0.618061049993054,0.00243873500730752,0,0.195764011810783,0,0.0540606431224524
"sample375",0.0604233990362037,0,0.512023300333779,0.0560500940212796,0.33353208314742,0,0.0104341023985997,0.0275370210627175
"sample376",0.0148808060451659,0.112832003624901,0.679311535026514,0.00253513692654213,0.0380705806054396,0.0989199751945119,0.0366906962561492,0.0167592663207758
"sample377",0.00744771625849628,0.360621899151936,0.142085406275014,0.0419664490862304,0.0001211987365306,0.443007965900631,0,0.00474936459116131
"sample378",0.0159452086786821,0.0218165644159097,0.669295315407504,0.00887100779865853,0.150405469350407,0.00541773837771306,0.120478382959375,0.00777031301175081
"sample379",0.409356518486453,0,0.239117525309411,0.000857932120984706,0.225488224909545,0.107938246067594,0.00103612764996707,0.0162054254560458
"sample380",0.000629172724538238,0.481499679683021,0.281838647490507,0.0328440349685934,0,0.18698328786368,0.0144367095604524,0.00176846770920803
"sample381",0.470511015371892,0,0.319568694168367,0.00144404722567956,0,0.133932328460994,0,0.0745439147730673
"sample382",0.505056295030835,0,0.188407759334081,0.0250861131993865,0.101121626282087,0.0803283000548076,0.00493506764983672,0.0950648384489655
"sample383",0,0.531799876952699,0.266457486297677,0.000953427556429402,0,0.200789209193195,0,0
"sample384",0.0763914523249173,0.00426096993417733,0.483334572541207,0.00716395730628655,0.0527694048683744,0.164736463137335,0.198063229696895,0.0132799501908074
"sample385",0.0415105435344171,0.00340692138175409,0.514401857121612,0.0107040199773298,0.123360621390691,0.0273019013949221,0.265076565427579,0.0142375697716946
"sample386",0,0.746730334755647,0.203978853271931,0.00113531914627236,0,0.0459569717861942,0.000826681491931859,0.00137183954802348
"sample387",0.028294842067237,0.578621582867671,0.224617889200345,0.0131716826460165,0,0.116941269431828,0.0318796487112295,0.00647308507567316
"sample388",0.00238730637608868,0.303547788792114,0.235979047412872,0.180672278238925,0,0.208131408746281,0.0665078919127718,0.00277427852094646
"sample389",0.40750708405022,0,0.0899608913442807,0.006641924405271,0.143710278471542,0.0768579875819997,0.12447372503395,0.150848109112737
"sample390",0.000903593840944973,0.0846265769382706,0.418626736537828,0.0141154662284986,0.286106161297172,0,0.183433892979976,0.0121875721773101
"sample391",0.259156010120014,0,0.37025393485555,0.0605695537903598,0.0469056612174229,0.0271034336918367,0.105132502424619,0.130878903900198
"sample392",0.023406932930263,0.423481070553669,0.369638756267206,0.00594692244768939,0,0.155933211607262,0.0181952493525157,0.00339785684139558
"sample393",0.017089600160873,0.116945855913125,0.521941478286479,0.038687106918577,0.128126557280364,0.162867884604321,0,0.0143415168362609
"sample394",0.0979111233925589,0,0.536032696917778,0.0210217491356071,0.0851277509608428,0.205929718645463,0,0.0539769609477492
"sample395",0.06069631506515,0.0735529302902555,0.439760867633356,0.0102587116055807,0.0399070346576919,0.0148246906078704,0.3349789902602,0.0260204598798956
"sample396",0.0759158519387719,0.256552593625578,0.501740408896912,0.00673167507737717,0,0.12907329090888,0,0.0299861795524808
"sample397",0.265351398032584,0,0.324147093327164,0.0175417504699738,0.0408554431260915,0.0891413166916933,0.0921322587078224,0.170830739644671
"sample398",0.0887711018487929,0,0.706768352280337,0.108914976359794,0.032020907335885,0.0150134060183873,0,0.0485112561568045
"sample399",0.031598340121931,0,0.667919315657964,0.00378859128368149,0.0341868641034599,0.1285605442367,0.118225394400016,0.0157209501962465
"sample400",0.31378260886858,1.76758119134065e-05,0.1741184860833,0.00806549578759783,0,0.208700328564826,0.11577747953309,0.179537925350693
"sample401",0.283338551341555,0,0.295032407182517,0.110243924388559,0.258508819433004,0,0.0353170630077017,0.0175592346466626
"sample402",0.485737758338271,0.00119536247445156,0.219959020033486,0.117410477671243,0.020594703385822,0.032061747495194,0.010003276620513,0.11303765398102
"sample403",0,0.49827495179819,0.296522089322519,0.116090055540089,0,0.0890510982118155,0,6.18051273864355e-05
"sample404",0.172464711094654,0.0563977292300215,0.394802214976861,0.0144691116907987,0,0.156644965158049,0.195420990760197,0.00980027708941903
"sample405",0.0235737578004904,0.539666011153834,0.380262031175271,0.00272623638382259,0.000117085492392002,0.0448329623839692,0.00307394140414162,0.00574797420607912
"sample406",0.100377441315756,0,0.498445962058621,0.000807927049377595,0.367714212611047,0.00266432494414806,0.0130968519655548,0.0168932800554965
"sample407",0.281528415891058,0,0.228911347110043,0.00688815195579176,0.319124593825488,0.0878130032379642,0.000369143181168184,0.0753653447984868
"sample408",0.00904004155811884,0.526024904261883,0.337731021487642,0.00521079430232296,5.70475671201557e-05,0.101420044102481,0.0104122403313265,0.010103906389106
"sample409",0.0386031343838541,0.0463965985168522,0.34547421216283,0.077733347703804,0,0.345442916098949,0.11737479536683,0.0289749957668808
"sample410",0.032566024254531,0.154148945730076,0.565834264370004,0.0337534186157077,0.203057482670381,0.0045089213314623,0.000747627251037379,0.0053833157768012
"sample411",0.00520055757377167,0.834894308915683,0.151501160236983,0.00236392689270056,0.00376105445525808,0,0.00137515748983567,0.000903834435767961
"sample412",0.427351271151338,0,0.165055535470203,0.00186843362449123,0.18336518523615,0.157883900296332,0.000570458448126698,0.063905215773359
"sample413",0.00919309455864818,0,0.590254714433215,0.344715877560122,0,0.0471907953350151,0,0.00864551811299891
"sample414",0.14515427236637,0.0193249529620413,0.380426407934256,0.00531044683711738,0.330989886249862,0.0877540476430042,0,0.0310399860073485
"sample415",0.00520674754915456,0.374268840899073,0.514861042563645,0.0035407371685695,0,0.0461977527767896,0.0518582602304487,0.00406661881231988
"sample416",0.192153171028344,0.0542503639066621,0.335377108147203,0.00160756688869901,0.0353724114530443,0.245583763020434,0.0186637396883445,0.116991875867269
"sample417",0.200968342222587,0,0.307028374941272,0.0183958910567821,0.276554403358479,0.0730477436112181,0.0196241388779746,0.104381105931687
"sample418",0.00109526671606251,0.652479484972679,0.186802150680683,0.13121520984723,0,0.027508622597955,0,0.00089926518539047
"sample419",0.042856206930089,0.21246612225056,0.502426625943884,0.000828277201496218,0.218308472563181,0.00477083358859061,0.00542795938293781,0.0129155021392611
"sample420",0.0557133361820012,0.389032786096124,0.246969631274245,0.0233817940249751,0,0.277912622235597,0,0.00698983018705768
"sample421",0.00262711711089189,0.475932504807909,0.46081300982689,0,0,0,0.0604708214345412,0.000156546819767565
