Mixture,monocyte,cd4_positive_alpha_beta_t_cell,cd8_positive_alpha_beta_t_cell,b_cell,conventional_dendritic_cell,natural_killer_cell,plasmacytoid_dendritic_cell,platelet,P-value,Correlation,RMSE
sample472,0.016458286079314,0.211489489865299,0.0977859503495041,0.00357277777091777,0.137551802292591,0.00353032102524476,0.528864271317651,0.000747101299478461,0,0.844401537926701,0.668293259076073
sample473,0.231321477369733,0.259527085090467,0.0733928601785236,0,0.0387690454701437,0.138094063497957,0.16682449577043,0.0920709726227452,0,0.794459320816068,0.695634830846023
sample474,0.0742918620874811,0.312949732766794,0.414338012127715,0.0401520520824331,0.0347320370142188,0.0223738141151849,0.0109750187703652,0.0901874710358077,0,0.864432915202304,0.745709262680252
sample475,0.00723394314395322,0.661986514298225,0,0.0116047305167411,0,0.175019026453175,0.143068777554337,0.00108700803356828,0,0.867243215807226,0.76168771978223
sample476,0.0473511276296098,0.218721661902558,0.277655365470117,5.16375133200741e-05,0.00476260410117726,0.0334413500761805,0.353713315547466,0.0643029377595715,0,0.847831060169056,0.743139206884473
sample477,0.0834228937211116,0.280579239147832,0.174077413143452,0.0520468020073885,0.104544984393492,0.283648210745097,0.0163573049660404,0.00532315187558606,0,0.794825604134273,0.739893857017082
sample478,0.0499325257894194,0.478429215142795,0.354220966378789,0.000324362104214747,0.0301005034158206,0.0545310543935499,0.00723341510548473,0.0252279576699264,0,0.903653274678704,0.763608770490843
sample479,0.135425311514177,0.171048588421414,0,0.000699485821746235,0.0535681895296053,0.0327046889021499,0.605108115547665,0.00144562026324206,0,0.866135403791582,0.624842893719873
sample480,0.00417828902442239,0.538947462017615,0.102201045151515,0.126392151192914,0,0.222706610794344,0.0052936199653283,0.000280821853859947,0,0.85438505133311,0.754338591197561
sample481,0.0130508783495759,0.62196641086791,0.0385066813148494,0.121024476958743,0,0.12215869945698,0.0733910120620161,0.00990184098992584,0,0.884315529234702,0.76113350888659
sample482,0.168501421784516,0.21322138587454,0.0389971656897206,0.117807108040058,0.276279729532158,0.0472205644915372,0.0229843913762397,0.114988233211231,0,0.816141268158523,0.636492900647914
sample483,0.0503498288099005,0.397531437319866,0,0.296460872341081,0.120518230887443,0.0411569089543448,0.0202429610998249,0.0737397605875404,0,0.862942175788594,0.695394335550533
sample484,0.0920940166246326,0.486943808055369,0.334998539271352,0.030959339381985,0,0.0231535539119189,0.0316825284132422,0.000168214341500785,0,0.866274937647285,0.769785376952032
sample485,0.143478026861371,0.61533013061645,0.0316923069462816,0.0374328546858987,0,0.072653062426686,0.0991281271628032,0.000285491300510327,0,0.814893255213196,0.76187623851367
sample486,0.0210011101884527,0.452931055440021,0.0330877565691236,0,0,0.0131895421900623,0.475616642899459,0.00417389271288144,0,0.838211351017421,0.729985052433173
sample487,0.0215475623201384,0.393877919530298,0.118043062579117,0.000138672078105374,0.0257224527852827,0.367313754118021,0.073302454247207,5.41223418303975e-05,0,0.838539238687768,0.71896071553736
sample488,0.014128966564101,0.554381176113728,0.207024702492755,0.00713987953016641,0,0.0333076899097793,0.183129230420127,0.000888354969343728,0,0.885452558099111,0.771901805004208
sample489,0.281594158263566,0.641729912901303,0,0.0134396420070048,0.00540224986388469,0.050357751850557,0.0072540961572343,0.000222188956449732,0,0.778792529299651,0.713699063767475
sample490,0.0688009715025646,0.259182149057116,0,0.333923283566575,0.0416354792244314,0.018071142219885,0.25772938997594,0.0206575844534871,0,0.881321733470475,0.663312760560021
sample491,0.00763429157109117,0.408128358030614,0.22761035167093,0.232201593717612,0,0.106575281561334,0.0176148511221825,0.000235272326237351,0,0.843640779106059,0.766994542607253
sample492,0.115453138460275,0.475901865440629,0,0,0.27008425415111,0.0275927530972582,0.0350013384447425,0.075966650405986,0,0.78503827701552,0.701657818289621
sample493,0.0166177603424994,0.669106051049688,0.133130369287304,0.00901912631986457,0.00578380777463255,0.155815783501246,0.0036889769917005,0.00683812473306495,0,0.88966138465024,0.758476672769561
sample494,0.140466178855805,0.188325396669805,0.0180902545895577,0.00283524526406086,0.40610194930203,0.0762211983446853,0.0726056626345901,0.0953541143394661,0,0.820439872155531,0.612231536972527
sample495,0.0654900570170805,0.579305865628832,0,0.0716687199504111,0.0179293876582176,0.00495193071642222,0.153215017949477,0.10743902107956,0,0.866699729858277,0.723902841089701
sample496,0.0357881292566153,0.364602333463385,0.152568609433946,0.363109004665768,0,0.00368590803251383,0.0109864043041758,0.0692596108435962,0,0.843074036286039,0.729203117177983
sample497,0.192600162960116,0.483859556876915,0.00756642724689438,0.000814635058105068,0.0113060527709302,0.159855538969594,0.0477512807120529,0.0962463454053915,0,0.784111037021047,0.726664488721677
sample498,0.232827354644766,0.593719055163488,0,0.0175728596177239,0,0.00746420609723567,0.147540816723769,0.000875707753016944,0,0.778669948981587,0.735095398260408
sample499,0.320453026034351,0.286245240850085,0,0.329537669995493,0.0201787371889301,0.0109674543045758,0.0323387874780471,0.000279084148518187,0,0.770761993744878,0.678909096570035
