Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE
sample199,0.0880707191922609,0.117408291507501,0.0157486617981791,0.11461769448367,0.130954536285899,0.268130255756571,0,0,0,0.0138445730827665,0,0.0211052717764039,0.0582239132763009,0,0,0.0132718199859397,0.120630453729971,0.0141113181439942,0.0216513119357853,0,0.00223117904475558,0,0,0.67167740571533,0.756862374682906
sample200,0.088493028025577,0.0617901110865504,0.00910488069017509,0.00343771283614749,0.0445413803981098,0.00359880730212714,0.011221200707806,0,0.0156696734033343,0,0.0123132914587525,0,0.667714410556105,0,0,0.0501896213494799,0,0.0113859940876107,0.0205398880982249,0,0,0,0,0.77282405453756,0.648956550816612
sample201,0.073014594518498,0.181005784735056,0,0.0183801682147845,0.163085986950986,0.0235908284587799,0.00887183289584482,0,0.031745323539582,0,0,0,0.341058946996557,0,0,0.115861458522901,0,0.0263632231493645,0.00419866279505166,0,0.0128231892225948,0,0,0.673395736598201,0.761835091192644
sample202,0,0.141629069902387,0.0128551482898003,0.141585903997708,0,0.141159328974812,0,0,0,0.0229042768577629,0,0.120001304057356,0.250691401494223,0,0,0.136099868880386,0,0.0108535983040357,0.0222200992415293,0,0,0,0,0.676194715138111,0.762709335599463
sample203,0.0592522986067813,0.147417035301793,0.0202072358598669,0.242107107650373,0,0.254223522816797,0,0,0,0.109175548890535,0,0.021013923195588,0.0748328160349496,0,0,0.0171980725364521,0.00350644918130136,0.0301298899529094,0.020936099972653,0,0,0,0,0.609052788572629,0.793335894478889
sample204,0,0.0539987032362461,0,0.00601039690936763,0.0648231246164149,0.043781713662533,0,0,0,0,0.00272507977775044,0.00224666354216472,0.529353838314792,0,0,0.121103184162093,0.08510591614054,0.0511303711655991,0.0356008746231769,0,0.00412013384932248,0,0,0.668907698747718,0.753738218496996
sample205,0,0.0152197205612676,0,0.512460741346236,0,0.105094943347573,0,0.00508620528567262,0.0852354351914229,0,0.0663659906360673,0.0863975880203775,0.0846049288027357,0.00876489350249396,0,0.0153043276692531,0,0,0.0154652256369003,0,0,0,0,0.679048788480105,0.735379772559693
sample206,0,0.017605544643146,0.000130849387641603,0.316855105564512,0.26601761352607,0.0631534367931485,0,0,0.0159019338385236,0,0,0.0282073159842537,0.26476300870774,0,0.00135357179432081,0.0075277219801207,0,0.00611849661752488,0.012365401162998,0,0,0,0,0.746120608079273,0.681898768988937
sample207,0,0.050224482719103,0.0347385074501731,0.292656806164547,0.109002468883369,0.294576374423035,0.0307774332899458,0,0.0100099347166794,0,6.46293604698233e-05,0.0510927057519995,0.0544027888548206,0,0,0.0535157597139038,0,0,0.018938108671954,0,0,0,0,0.770623384246366,0.653992919561243
sample208,0,0.0248011205819921,0.0140454376793165,0.316421968094385,0,0.39294800046819,0,0,0,0.0769128588991529,0,0.0874251176436423,0.0407920367050921,0.00904171589244862,0,0.0112656302555561,0,0,0.0263461137802247,0,0,0,0,0.672934362348317,0.739749491782646
sample209,0,0.183435498791043,0.0845129885435639,0.0492971020265223,0.0221897514942279,0.0394650091894597,0.0249824985388888,0,0,0,0.0291911413569237,0.0112669347055441,0.200943469899063,0,0,0.281454915484276,0,0.0316633550062733,0.0377284776694602,0,0.00386885729475338,0,0,0.51058202242115,0.863758729090156
sample210,0,0.00206754309312524,0,0.712923688231459,0,0,0,0,0.0727185466499943,0,0,0.127893217470631,0.0349935458315369,0,0.00225805750892811,0,0.0035596278982604,0,0.0435857733160653,0,0,0,0,0.730034259332253,0.687638596118697
sample211,0.00867211101518513,0.00276474688937226,0.0029499826935356,0.426319144040698,0.388529971612148,0,0,0,0.0325858752800951,0,0,0.0235261346506491,0.0822746515143919,0,0,0.00936847729134784,0,0.0140912960882836,0.00891760892429281,0,0,0,0,0.76383228902388,0.64703888470938
sample212,0.00387053508086147,0,0,0.692527475287047,0,0,0,0.0491996417963296,0.0256421290351044,0,0.0910412969728179,0.0544375946394691,0.0573616669970499,0,0,0.0129651368065008,0.0124279079031084,0,0,0,0.000526615481711492,0,0,0.577048846273696,0.841875785136523
sample213,0,0.00919207678276481,0.00304432460330039,0.38328149591134,0.15671652002477,0.326986538771376,0,0,0,0,0,0.0811906681300388,0.0207722769440407,0.00200883147873223,0,0,0.00216346837680413,0.00323528438218114,0.0114085145946515,0,0,0,0,0.746138676731382,0.665426201157143
sample214,0,0.122434444598181,0.0655678429394593,0.292743542372969,0.298302419134148,0,0.0896298649890363,0,0.00339983514220366,0,0,0,0.0446466926011838,0,0,0.0663654410905171,0,0,0.0169099171323016,0,0,0,0,0.679629249171689,0.742111452437345
sample215,0.0315638428296824,0.0510977005017151,0.00209761533197042,0.498987899993695,0,0.0176995368122327,0,0.0323757696791247,0.0577710601532351,0,0.045225021648097,0.102552447286133,0.126968890114546,0,0,0.0133612370666781,0,0.00483364684364472,0.013505843767726,0,0.00195948797152056,0,0,0.658214256381385,0.753622777193843
sample216,0.0639694319101782,0.0693900803183376,0.00843044009667519,0.0387351407660897,0.260588991492092,0.207428572451102,0,0,0.0442088763814994,0,0,0.0209127240919234,0.188397598900206,0,0,0.0354995346477548,0.0217482981521451,0.025090339851597,0.0155999709403995,0,0,0,0,0.68431232820511,0.746859903206728
sample217,0.107368335347497,0.130517055228037,0.0102785647284699,0,0.0626521697567549,0.000396916098529849,0.0313594864098954,0,0,0,0.0130533274911451,0,0.493948528674293,0,0,0.0883638607108767,0,0.0295941316488794,0.0324676239056217,0,0,0,0,0.702051209857802,0.729495972379151
sample218,0,0.00790299394359616,0.00533090874663174,0.251459446645615,0,0.567700162632011,0,0,0,0.0371937143938213,0,0.0540454470371056,0.0404442315927397,0.0123394223387244,0,0,0,0.000457590310018995,0.023126082359736,0,0,0,0,0.780614215171652,0.627667487046161
sample219,0,0.0119698656002981,0.0044701193434349,0.423164823154055,0.129762227378448,0.0576187386023889,0,0,0.00947444524562868,0,0,0.0351012651452545,0.211527613038743,0,0,0.056541545303114,0,0.0214228753296166,0.0389464818590176,0,0,0,0,0.738356370855824,0.694670117996734
sample220,0,0.0662193314699224,0.0218768418290139,0.37972549737946,0.27838334660196,0,0.00852872955077174,0,0.00980415918035605,0,0,0.0106770611315267,0.156420842036205,0,0.00153280175137403,0.0471460994280457,0,0,0.0196852896413645,0,0,0,0,0.455663047702634,0.898123425104476
sample221,0.130031859432215,0.341968820990086,0.202133405749815,0,0.0545762012662373,0,0.0388339294613881,0,0,0,0.0189035562428934,0,0.0802040403523116,0,0,0.109317788420285,0,0.0148607753143463,0.00916962277042268,0,0,0,0,0.765639897447036,0.649435321635717
sample222,0,0,0,0.49192588847174,0.10345107860918,0.115793795781357,0,0,0.0785004201053364,0,0,0.0966298939661746,0.0699474048339074,0.0134053606683142,0,0.006729190667385,0,0,0.0236169668966065,0,0,0,0,0.741969820380775,0.671146164535588
sample223,0.0973328742761149,0.132518225972986,0.0253591420050364,0.47655286921479,0,0,0,0.00482013731621908,0.0423534749485353,0,0.0470354746390334,0.0728198303044979,0.0481828648869749,0.0105618574928099,0,0.0139075396456134,0,0.010318993377108,0.0182367159202808,0,0,0,0,0.731173213848953,0.690901113451914
sample224,0.0283365416419815,0.0839324443893674,0.0070890204128347,0.397344688884308,0,0.258313088451268,0,0,0.0135719970164911,0,0,0.104813901477208,0.0460750816234607,0,0,0.00770312438537153,0.019738675718099,0.00977207266304457,0.0233093633365663,0,0,0,0,0.741028634977635,0.677384867044026
sample225,0.0170730625016636,0.0111080303977354,0.00716168092169664,0.425207550835503,0,0.349433087132801,0,0,0.0252099443397405,0,0,0.112383635786336,0.00844596459669427,0.00571207080731978,0,0.00215384062305812,0,0.00490821643938519,0.031202915618067,0,0,0,0,0.779172484195485,0.628586196230293
sample226,0,0.0444777685927881,0,0.033849231311982,0.177195278565883,0.0166888590724286,0,0,0,0,0,0,0.244604144662323,0,0,0.208400683993347,0.202691185424185,0.0354037062800109,0.0321242143125186,0,0.00456492778453244,0,0,0.541664937297176,0.849884953257393
sample227,0,0.107649480146908,0.0494718815796525,0.0550239273680973,0.0228884042049937,0.120377976587255,0.00824778402697135,0,0,0,0,0.0191650173459488,0.241296019670221,0,0,0.259412260820903,0.0450275757784664,0.0261809806897124,0.0407483607096995,0,0.00451033107117257,0,0,0.595747907212742,0.824139630884434
sample228,0.0412225652469457,0.0102488955415001,0.00130496048241169,0.361123308983914,0.355785334137846,0.0243938882091045,0,0,0.0449964505191963,0,0,0.0174516644262266,0.0505252172684973,0,0,0.0230776241018157,0.0529808297454244,0.0126842989404707,0.00420496239664755,0,0,0,0,0.754056179359685,0.662992894398367
sample229,0,0.10153495418147,0.0642613287800948,0.206584680796615,0.176188637564641,0,0.0878205234069833,0,0,0,0.0151190540720521,0,0.146948857957263,0,0,0.154398383034953,0,0.0188008014889326,0.0222137325966487,0,0.00612904612034615,0,0,0.5369768444469,0.848969067733937
sample230,0.275194166976244,0.0655947542357824,0.032090637617325,0.219232010474467,0.247355457936514,0.0195633287159607,0.016766590555002,0,0.0302317873490077,0,0,0.0217673459409244,0.0399355732918884,0,0,0.00130678162248061,0.00932209166725068,0.00932467731239253,0.00963846358159527,0,0.00267633272316481,0,0,0.686802819449414,0.729292201556507
sample231,0,0.0433770595226875,0.0337148066492926,0.271012920181624,0.241839935579398,0.0423689401803162,0,0,0.0269871475956192,0,0,0.0234014982237185,0.199718606614724,0,0,0.0906176764106768,0,0,0.0227619981382013,0,0.00419941090374168,0,0,0.681197868627182,0.747265744704373
sample232,0,0.122152387913191,0.0220549100327952,0.0817299809704447,0,0.174892669384125,0,0,0.000222034271842765,0,0,0.0395655260206131,0.184639298874161,0,8.73778666487609e-05,0.109492374209291,0.197561491259775,0,0.0556268364551998,0,0.0119751127419125,0,0,0.556305848011283,0.847650171247474
sample233,0.0942909501853437,0.267645324558217,0.0334338129587247,0.0947526539605538,0.200728045882302,0.0865680304011292,0.0218853350649069,0,0.00913320802576876,0,0.0147688967221679,0.0364796039340574,0.0496743445564893,0,0,0.0575676915147419,0,0.0144791674726832,0.0185929347629134,0,0,0,0,0.719891132445798,0.712638726960929
sample234,0.221430535057014,0.547823688465698,0.0502415330636687,0.072069478349932,0,0.0254742199314869,0,0,0.000166617647361436,0,0,0.0279085986778593,0.0162087000739614,0.00452927166088516,0,0.00677205639786486,0,0.014967516093857,0.0124077845804111,0,0,0,0,0.818719818311861,0.573826691968929
sample235,0.325958489812072,0.15868452832816,0.0647630540829203,0.00710159296521494,0.0927715121343236,0.0368683622400304,0.057226252857121,0,0.00402056714135636,0,0,0.00339475318299943,0.107865582641488,0,0,0.107865858680756,0,0.0165125558278957,0.0169668901056622,0,0,0,0,0.703567231757081,0.715769422216717
sample236,0.0816012995624024,0.112453951295268,0.0126905334690395,0.286773886774222,0.321325540702591,0,0.00595438355982561,0,0.0450729809874922,0,0,0.0233595406336164,0.0764630965886102,0,0,0.00295534771227072,0,0.0182604386470058,0.0116710043104248,0,0,0.00141799575723084,0,0.715348716400835,0.706012881937396
sample237,0,0.0287231658717742,0.0200678568943577,0.382740755860777,0,0.246093279469732,0,0,0.0116210975434653,0,0.0131891486252142,0.140207412485989,0.0341187840430201,0.00554408260858184,0.000838064802539997,0.0162925738220808,0.0173730164106274,0,0.082056815526295,0,0,0.00113394603554608,0,0.660601813513653,0.750314952794299
sample238,0,0.0971405034583829,0.0371309000345821,0.107527859286359,0.324019484961697,0.0367659734435743,0.0902848234053027,0,0,0,0.00270611553393319,0,0.100296113690422,0,0,0.103897514792355,0.0698660792279201,0,0.022100427801818,0,0.00826420436365343,0,0,0.647195020860759,0.7837790773562
sample239,0.0148923776170547,0.0441174461948573,0,0.0164168272480329,0.0221931411465303,0,0,0,0,0,0,0,0.729267831331037,0,0,0.103383699731074,0,0.0353786898904221,0.0313525140267427,0,0.00299747281424911,0,0,0.734139906187978,0.680361710490555
